Company ID,DSRI,GMI,AQI,SGI,DEPI,SGAI,ACCR,LEVI,Manipulator,M-SCORE,C-MANIPULATOR
147,1.09494201,0.956034153,1.089793449,1.42335193,0.852457436,1.319493653,0.023877401,1.062339078,No,-1.982543665,0
192,0.629012334,1.012163591,1.553164858,1.35616177,0.850364085,1.162290423,0.06506454,0.853376267,No,-1.966450515,0
17,1.525969482,0.96144965,-0.431265463,1.331646082,1.093675299,0.856966792,0.087768572,1.107681208,Yes,-1.888033839,1
219,1.044944125,1.02142435,4.437887331,0.870789924,1.026489291,1.060492519,-0.157146282,0.916069775,No,-1.868888969,0
205,2.298717351,0.828204671,1.417666701,0.356613309,0.992831866,2.797194679,0.027078797,0.693414279,No,-1.86403815,0
124,0.841985877,1.349441458,0.882255959,1.378697054,0.989486922,0.942085552,0.07018101,1.121887853,No,-1.853366825,0
126,1.177181445,1.015547846,0.872204559,1.415120824,0.788116271,0.780196559,0.047652871,1.303243295,No,-1.852878602,0
87,1.652996251,1.064912124,1.189043406,0.894444776,1.111180739,0.968703049,0.005426818,1.08596136,No,-1.847299994,0
198,1.00315717,1.021782597,0.437981131,1.374000142,1.150003294,1.017800174,0.108946424,0.984243196,No,-1.829940147,0
18,1.778240552,0.742245792,-2.130099643,1.937308198,1,1.806630459,0.14638448,1.079539609,Yes,-1.808411166,1
32,1.322662312,1,0.939321588,1.215182249,1.047781829,1.206063573,0.041868055,0.848333475,Yes,-1.800174627,1
3,1,1.015606645,1.241389485,1.475018279,1.169352546,0.64767093,0.036731634,1.264304955,Yes,-1.785006297,1
148,1.26151743,2.137426668,0.843374607,0.958680034,1.060179751,1.131221401,-0.003735214,1.031183033,No,-1.78230008,0
180,0.978521911,0.997676874,2.628205054,1.106787051,0.852377147,1.013020976,0.00763891,1.002622167,No,-1.732268786,0
23,15.34351209,0.078509647,0.944184283,0.064537591,0.229293458,49.30178069,-0.560536202,1.166785161,Yes,-1.70132297,1
104,1.192616575,0.878066257,3.252884497,1.019337194,0.986530081,1.385218213,-0.044016672,0.943685352,No,-1.695105345,0
175,1.102637299,0.987862127,2.037170581,1.216639359,0.988553551,0.925454972,0.03558798,1.128962927,No,-1.643872574,0
157,1.020953915,5.287456049,-1.107158828,1.141532059,0.664619073,1.443052455,-0.128038221,0.985429008,No,-1.631091125,0
123,1.135788787,1.016460191,2.234544812,0.970879565,1.098867051,0.994746931,0.023969409,0.637307203,No,-1.630576011,0
35,1,1,1.086281015,4.527020448,0.531541078,2.240097936,0.08784162,8.563866324,Yes,-1.628583199,1
21,1,1,-1.540544209,2.666666667,0.16576087,1,0.03524403,0.010580169,Yes,-1.627203592,1
31,1,1.058596418,1.181104938,1.564386272,0.803666878,1.157510911,0.053422902,0.838187433,Yes,-1.61925386,1
71,1.151804481,1.414833337,1.017383194,1.285269453,0.700260911,0.492970558,0.010497421,0.563518273,No,-1.615238687,0
38,3.753596531,3.101434108,1.163565965,0.84795764,1.00288512,0.276007364,-0.592257932,1.070585032,Yes,-1.576072765,1
6,0.905532018,1.360914856,0.783994912,1.793323715,1.278244073,0.505260038,0.054642384,1.543137068,Yes,-1.560809566,1
9,1.346279046,2.473562702,0.70253012,0.965624478,0.985272875,0.59451069,-0.013484949,1.028458771,Yes,-1.538574521,1
107,1.027255565,0.804327637,0.687918202,1.350350726,0.447968257,0.885984266,0.194114713,1.060474958,No,-1.5271936,0
19,0.615328175,0.859323517,0.899377798,1.716066482,0.942606044,1.566081517,0.13283208,0.138588752,Yes,-1.510858875,1
167,1.404745862,0.934590047,3.987590046,0.926782754,1.103845273,0.696446435,-0.112703482,1.072661462,No,-1.487440138,0
40,1.651673945,0.985459442,1.105254266,1.117874121,0.970978971,0.847071979,0.046628295,0.940657473,No,-1.479925946,0
159,1.629439398,0.555294093,0.917026121,1.106642567,1.325074622,1.220618729,0.120407684,0.891531866,No,-1.475822957,0
29,1,1.501809756,1.521190009,1.26302613,0.994791044,0.745659903,0.081258592,1.376939635,Yes,-1.469767219,1
118,1.110995413,1.48570316,0.750406205,1.367324516,1.075798178,1.031398468,0.106143719,1.118756392,No,-1.433486001,0
95,1.283846965,1.229321106,-0.763595003,1.450927211,0.758165325,0.838698583,0.200640769,0.871858565,No,-1.427411294,0
122,1.186410696,-0.422421061,0.732683563,3.167266776,2.186104674,1.567516708,-0.022676879,1.098962535,No,-1.334011058,0
178,1.044762604,1.154094506,2.189107536,1.470158047,0.939988525,1.256550783,0.032908799,0.914150188,No,-1.326650978,0
28,2.165712073,0.986394044,0.906729316,1.19760917,1.046819037,1.363694048,0.017250499,1.203172683,Yes,-1.319036384,1
39,1,0.910133334,0.977250794,1.578684986,1.062822479,0.979850327,0.15685082,0.744894626,Yes,-1.192438498,1
112,1.191059266,1.014568496,2.3157255,1.230898508,0.80382499,1.521956356,0.104698672,1.014315637,No,-1.186151485,0
125,2.656073877,0.986529825,0.992823675,0.571486755,0.919054962,1.208863839,0.050389362,0.881700399,No,-1.119434801,0
171,0.745796659,1.11336772,3.522264888,1.443107534,0.677941491,0.99973779,0.043866171,1.140250119,No,-1.117365586,0
64,3.018627721,0.789108958,0.816911541,0.256386385,1.369847085,2.027557185,0.110765336,1.058538119,No,-1.106562428,0
208,2.179150219,1.157217473,1.073734006,0.982020441,0.740128768,0.802723401,0.04536802,1.008535605,No,-1.084887995,0
116,1.199852712,1.783289656,0.924906088,1.22666284,1.212827267,0.87505259,0.132387897,1.015804899,No,-1.050472395,0
145,1.329402262,1.538241313,0.90625073,1.15293354,0.989247484,1.261443964,0.186311787,1.229843115,No,-1.043827241,0
33,1.009933826,1.095583845,5.702904353,0.90274306,1.23717437,0.624587852,0.007919807,2.556236236,Yes,-0.987158972,1
85,1.460240595,2.285862565,2.008086242,0.836084691,0.772062004,1.065111486,0.045949348,1.05500421,No,-0.956990255,0
4,1.486238532,1,0.465534792,0.672839506,2,0.092889908,0.273434125,0.680975008,Yes,-0.885669276,1
207,0.643477852,1.44793658,4.558707151,1.079759196,0.532747604,0.926132423,0.033237536,0.801931109,No,-0.883368814,0
13,1.274048277,1,1.077100159,0.907874348,1.240435755,3.736372625,0.358456918,0.379347901,Yes,-0.841736026,1
1,1.624741593,1.12892693,7.185053446,0.36621145,1.381519088,1.624144867,-0.166808698,1.16108165,Yes,-0.800391929,1
37,1.427451179,1.005147254,0.465711628,1.56988767,0.906373994,0.849487857,0.197596621,0.842003655,Yes,-0.800199373,1
34,1,1,0.408385888,1,1,1,0.387133281,0.358268955,Yes,-0.697769428,1
12,1.448388591,0.79567111,4.001688367,1.067377236,1.085546766,3.734491401,0.090457908,0.22209013,Yes,-0.685451119,1
10,1,1,1.166638167,2.592592593,0.850340136,0.557142857,0.001028454,0.163025649,Yes,-0.654622294,1
110,3.203488993,1.06241924,1.003195397,0.370895022,4.229119059,1.022046012,0.041262584,0.853682804,No,-0.371233336,0
160,1.089167388,1.367118818,0.674608273,1.493097498,0.957831325,0.864413883,0.327068362,1.037264049,No,-0.35910362,0
86,1.0395383,0.914814565,6.343375286,1.142680887,0.974962528,0.906174693,-0.041652115,0.882261545,No,-0.345738835,0
14,1,1.400582754,4.575692217,1.195899281,1.143273836,0.886869051,0.011258956,0.33397698,Yes,-0.342765295,1
16,8.347614761,0.495239915,0.573016315,0.672111313,0.941860465,1.487848785,0.060810811,13.05855856,Yes,-0.200896764,1
76,4.952641759,1.469672403,-0.236226193,0.2219895,0.938392068,2.542638917,0.036859869,0.911416102,No,0.140012155,0
77,3.832249065,-0.960679693,1.400703958,1.157535829,1.438812906,1.460379138,0.183419446,1.120737336,No,0.182853372,0
188,4.366689068,0.85734369,1.178984175,1.531187505,0.688892643,1.048539098,-0.0646816,1.044648831,No,0.726788827,0
25,2.04,1,0.291530824,0.219298246,1,1,0.717842324,1,Yes,0.852976722,1
41,1.101014074,0.985565299,9.852415763,1.01327776,1.05894757,0.871900305,-0.044072816,0.984906757,No,1.021062059,0
27,2.235486064,1,0.472717315,1.16902078,1.036363636,0.904297747,0.510336345,0.536065349,Yes,1.154604505,1
20,1,-1.416666667,16.42665019,0.416666667,0.068822665,2.4,-0.004070951,1,Yes,1.58909997,1
8,7.659976157,0.580184063,1.035790958,1.48544007,0.67883321,0.653651141,0.003651969,1.101591314,Yes,3.879492365,1
2,1,1.6064918,1.004987918,13.08143322,0.4,5.198207171,0.060475162,0.98673249,Yes,8.115091347,1
22,1,0.872009682,0.652509736,13.06465312,1.103716473,0.096956356,0.041027948,1.17665472,Yes,8.375160205,1
24,14,1,1,0.076923077,1,1,-0.004716981,1.083333333,Yes,8.607294631,1
36,0.664448807,1.462086957,52.88673355,0.805277823,0.650249708,1.360067464,-0.262953284,3.5541471,Yes,16.07610558,1
26,0.146341463,46.46666667,1,2.277777778,1,0.219512195,0.013937282,0,Yes,22.40726837,1
30,36.29118483,-0.515327696,1.014407505,0.027685493,1.142857143,11.79428571,-0.020010625,1.027592881,Yes,26.38347195,1
